ssyk96,ssyk96_occ_title,tot_earnings_1962,tot_earnings_1963,tot_earnings_1964,tot_earnings_1965,tot_earnings_1966,tot_earnings_1967,tot_earnings_1968,tot_earnings_1969,tot_earnings_1970,tot_earnings_1971,tot_earnings_1972,tot_earnings_1973,tot_earnings_1974,tot_earnings_1975,obs_1962,obs_1963,obs_1964,obs_1965,obs_1966,obs_1967,obs_1968,obs_1969,obs_1970,obs_1971,obs_1972,obs_1973,obs_1974,obs_1975,log_ratio,sum_reasoning_ability,sum_knowledge,share_emp_1962,share_emp_1975,share_earn_1962,share_earn_1975,d_share_emp,d_share_earn,d_share_emp_t,d_share_earn_t,sector,x_plot,y_plot
7433,"Textile, leather and related pattern-makers and cutters",3462,11147,13488,10298,0,1701,3957,6765,0,3240,1249,0,0,9159,2,5,5,4,0,1,2,2,0,1,2,0,0,4,0.331332520689733,0.514926648096565,0.370139155180938,4.49974126487727e-05,7.06202221005985e-05,2.57312812287226e-05,4.54448614305844e-05,2.56228094518258e-05,1.97135802018618e-05,0.00896774290387696,0.0068996435825349,"",,
7434,Sewers and related workers,6913,14038,12713,11467,12482,6385,11656,6151,7743,5244,7112,4028,9536,14136,3,6,8,6,6,4,3,5,4,5,4,4,4,9,0.41243388470388,0.543578784031598,0.359810423319099,6.74961189731591e-05,0.000158895499726347,5.13808050647486e-05,7.01395961549013e-05,9.13993807531876e-05,1.87587910901527e-05,0.0319788777508337,0.00656548254365736,"",,
7435,Upholsterers and related workers,26881,23386,18320,25210,36769,35220,51595,37711,33271,50411,43974,42153,37119,37534,13,14,11,14,17,14,20,17,12,18,18,21,17,13,0.449561419574495,0.55765674782086,0.355765864232952,0.000292483182217023,0.000229515721826945,0.000199792770279981,0.000186235116162851,-6.29674603900774e-05,-1.35576541171295e-05,-0.0220350441220289,-0.00474514332618292,"",,
7442,Shoe-makers and related workers,20498,1992,11863,22811,8727,8155,12298,11187,7495,14371,22058,220,13049,8926,10,1,7,10,10,6,6,11,6,6,16,7,10,9,0.182791981465456,0.439226182853077,0.365148164677727,0.000224987063243863,0.000158895499726347,0.000152351185045164,4.42887687661749e-05,-6.60915635175168e-05,-0.000108062416278989,-0.0231279226338141,-0.0378038265448224,"",,
8111,Mineral-ore- and stone-processing-plant operators,44690,104403,55797,77655,84938,115800,111866,62484,65952,115749,89471,49704,55881,86258,19,35,19,24,25,31,30,18,19,29,22,12,14,20,0.329475288039574,0.548084006462036,0.394684645322367,0.000427475420163341,0.000353101110502993,0.000332157989055926,0.000427992450843907,-7.43743096603481e-05,9.58344617879818e-05,-0.0260251311171028,0.0335294910557466,"",,
8112,Well drillers and borers and related workers,41815,43656,49881,36679,46402,53474,54929,45269,62577,51935,57608,56771,78936,38579,20,17,18,15,15,24,19,18,23,15,27,17,25,13,0.25478717077121,0.575973638067598,0.446473514392978,0.000449974126487727,0.000229515721826945,0.000310789579601108,0.000191420166953872,-0.000220458404660782,-0.000119369412647236,-0.0770078554275216,-0.041755011135847,"",,
8121,Ore and metal furnace operators,303894,318706,322263,475513,507749,495029,470890,450341,509250,522417,503948,375019,408134,370597,105,113,109,161,164,155,139,138,157,151,139,106,115,106,0.288596502930863,0.574666666666667,0.430606060606061,0.00236236416406057,0.00187143588566586,0.00225868919056079,0.0018388174813397,-0.000490928278394706,-0.000419871709221088,-0.170163259928652,-0.145910726602838,"",,
8122,Metal melters and rolling-mill operators,380122,445773,470609,398278,396892,415729,366846,322604,365535,309696,297943,255489,213014,244858,135,154,170,140,140,130,115,99,113,91,87,71,65,72,0.376702131257599,0.554604076283442,0.380984815618221,0.00303732535379216,0.00127116399781077,0.00282525305696837,0.00121492934601704,-0.00176616135598138,-0.00161032371095134,-0.553662985631126,-0.513234768671924,"",,
8123,Metal-heat-treating-plant operators,76273,84294,75194,104401,88380,105562,81325,51190,46801,86843,52488,96920,62805,84940,26,27,25,34,28,32,24,18,17,25,15,25,17,22,0.376702131257599,0.554604076283442,0.380984815618221,0.000584966364434045,0.000388411221553292,0.00056689832846862,0.000421452836544802,-0.000196555142880753,-0.000145445491923818,-0.0686860805626808,-0.0508620176632964,"",,
8124,Metal drawers and extruders,79727,59189,78008,82642,57369,39217,75839,57713,79197,53107,38723,50013,39320,50698,31,24,32,32,22,14,26,19,27,17,13,17,12,17,0.376702131257599,0.554604076283442,0.380984815618221,0.000697459896055977,0.000300135943927544,0.000592570149775381,0.000251551870816439,-0.000397323952128433,-0.000341018278958942,-0.138177211626034,-0.118794411740949,"",,
8125,Casters and coremakers,59187,52629,64517,129749,120176,119947,137263,111621,89328,81130,90253,86133,103400,83295,22,21,24,45,42,42,48,42,37,31,31,32,36,33,0.376702131257599,0.554604076283442,0.380984815618221,0.0004949715391365,0.000582616832329938,0.000439906800139921,0.000413290723098649,8.76452931934381e-05,-2.6616077041272e-05,0.0306662359731596,-0.00931535750562688,"",,
8130,"Glass, ceramics and related plant operators",92505,94342,92211,78523,118022,94804,104867,86084,114358,124118,94450,84747,113734,71332,36,37,37,31,45,38,35,29,41,37,33,29,34,24,0.288122700321099,0.561644432633537,0.421964458197807,0.000809953427677909,0.000423721332603591,0.000687542510127957,0.000353933055526416,-0.000386232095074317,-0.000333609454601541,-0.134366713092665,-0.116236970515755,"",,
8141,Wood-processing-plant operators,366373,451961,397829,453015,562137,547192,564799,477632,475555,506995,505367,447593,469385,304930,142,167,155,174,202,191,189,167,164,160,156,142,148,95,0.510825623765991,0.533333333333333,0.32,0.00319481629806286,0.00167723027488921,0.00272306374858775,0.00151299285904882,-0.00151758602317365,-0.00121007088953894,-0.488259942591217,-0.400620486137797,"",,
8142,Veneer sheet and fibreboard plant operators,41056,47954,71305,84051,72556,47631,61897,63245,27575,32197,28192,27468,28575,16763,14,16,27,31,23,18,19,18,10,11,9,11,7,6,0.510825623765991,0.533333333333333,0.32,0.000314981888541409,0.000105930333150898,0.000305148319505037,8.3174168813286e-05,-0.000209051555390511,-0.000221974150691751,-0.0730378922931333,-0.077535205202245,"",,
8143,Paper-pulp plant operators,343884,398670,354309,264662,374664,321156,336546,293642,241508,303987,216707,194457,282082,197695,99,114,107,77,103,88,83,74,60,71,50,43,65,45,0.308278859431154,0.521469446607261,0.383307379531101,0.00222737192611425,0.000794477498631733,0.00255591447546449,0.000980917336010414,-0.00143289442748252,-0.00157499713945407,-0.464857315966796,-0.503801629385876,"",,
8144,Papermaking-plant operators,657550,810304,757781,977794,825223,936502,838939,810273,631762,645928,544771,517974,410310,404874,212,257,241,298,254,253,228,221,165,170,135,125,100,102,0.342669260382831,0.664741921503833,0.471304140021521,0.00476972574076991,0.00180081566356526,0.00488723396070092,0.00200889210905628,-0.00296891007720464,-0.00287834185164464,-0.804579848359502,-0.789094258678674,"",,
8150,Chemical-processing-plant operators,503820,557670,606697,634486,669391,769414,710122,751400,537350,608914,534887,428830,356697,445936,156,178,194,193,196,212,188,207,151,158,139,111,92,113,0.357550570968378,0.681945684864482,0.477378002329307,0.00350979818660427,0.00199502127434191,0.00374463723531341,0.0022126323536313,-0.00151477691226236,-0.00153200488168211,-0.487492787532462,-0.492187830099843,"",,
8160,Power-production and related plant operators,490209,421460,489863,471095,387020,532200,595554,677731,611144,695561,701655,902823,714809,697581,169,144,166,147,123,156,183,203,168,203,197,251,201,194,0.340993477921588,0.67308467556014,0.478796115090842,0.00380228136882129,0.00342508077187903,0.00364347361058663,0.00346123724004897,-0.000377200596942265,-0.000182236370537658,-0.131261123297411,-0.0636964457925158,"",,
8170,Industrial-robot operators,30019,37141,46466,63666,67198,90242,108126,82563,83496,114277,131437,76961,80498,91833,11,15,18,24,22,29,33,28,26,37,37,23,24,29,0.357974489280818,0.666666666666667,0.466060606060606,0.00024748576956825,0.000511996610229339,0.000223115924669274,0.000455654324681172,0.000264510840661089,0.000232538400011899,0.0923156536461657,0.0812094430850232,"",,
8211,Machine-tool operators,2662073,2710073,3062169,3438907,3925007,4348596,4108350,3527099,3318989,3352736,3117717,2595287,2658596,2525759,1029,1053,1182,1293,1425,1498,1366,1272,1183,1108,1010,866,863,845,0.40502150787874,0.62222504912368,0.417856180730966,0.0231511688077936,0.0149185219187514,0.0197858316043875,0.012532237991271,-0.00823264688904212,-0.00725359361311642,-1.23675168468205,-1.19556529500342,"",,
8212,Cement and other mineral products machine operators,92979,86492,114518,133720,246340,276698,289812,165457,200340,156539,174438,153413,194243,157749,37,36,43,50,91,93,99,61,72,57,55,48,64,58,0.346453069294122,0.658643032574723,0.465815487633608,0.000832452134002295,0.00102399322045868,0.00069106551050416,0.000782714427973934,0.000191541086456384,9.16489174697735e-05,0.0669392189976452,0.0320661260724112,"",,
8221,Pharmaceutical- and toiletry-products machine operators,88894,102836,113334,136233,166176,185369,202040,184169,222753,232833,244325,210406,228637,250505,30,34,35,44,58,55,56,55,62,66,64,60,63,71,0.246302755592529,0.583969169283471,0.458002275106186,0.00067496118973159,0.00125350894228562,0.000660703787852707,0.00124294846737292,0.000578547752554033,0.00058224467952021,0.199790286038879,0.20103293214023,"",,
8222,Ammunition- and explosive-products machine operators,13887,8329,14043,24079,35587,46411,25936,30030,35215,33344,30096,26644,29391,35049,5,3,4,8,11,13,9,9,10,8,8,8,7,10,0.26420144395404,0.583913882083095,0.450450428804544,0.000112493531621932,0.000176550555251496,0.000103214992034452,0.000173905114999514,6.40570236295645e-05,7.06901229650628e-05,0.0224162029050197,0.0247364964292159,"",,
8223,"Metal finishing-, plating- and coating -machine operators",239909,302849,272598,345629,488958,362922,434945,325815,300696,342660,342442,375757,311795,292616,101,121,119,139,185,137,169,130,125,120,117,122,116,106,0.364454560633068,0.510413361720388,0.360762081377222,0.00227236933876302,0.00187143588566586,0.00178312130222462,0.00145189360982333,-0.000400933453097161,-0.000331227692401286,-0.139416355288813,-0.115414487341016,"",,
8224,Photographic-products machine operators,14104,22868,21125,20430,24425,7395,12125,11863,23886,7045,21050,5900,10216,7612,8,9,8,11,13,5,6,8,11,2,10,3,3,4,0.329071147422763,0.666037768120924,0.478879669866523,0.000179989650595091,7.06202221005985e-05,0.00010482784241765,3.77690015514367e-05,-0.000109369428494492,-6.70588408662133e-05,-0.0382606194465108,-0.0234662859877258,"",,
8229,Chemical-products machine operators not elsewhere classified,128709,133894,131867,158124,165294,202467,175668,184657,167759,179119,160352,142846,194118,165707,47,51,49,58,56,72,63,71,64,57,50,45,62,52,0.329071147422763,0.666037768120924,0.478879669866523,0.00105743919724616,0.000918062887307781,0.000956628386963507,0.000822200202323163,-0.000139376309938378,-0.000134428184640345,-0.048743069085672,-0.0470151927296464,"",,
8231,Rubber-products machine operators,122652,132849,105743,196820,140831,161940,191424,134424,117089,152032,135913,122521,128684,110088,50,54,42,78,55,61,72,55,43,53,50,40,45,40,0.246235215449823,0.551099430063699,0.43119042898414,0.00112493531621932,0.000706202221005985,0.00091160979354861,0.000546231455963552,-0.000418733095213332,-0.000365378337585058,-0.145520613674963,-0.127192053719657,"",,
8232,Plastic-products machine operators,402166,380043,404382,523704,623592,620125,601005,543490,574282,534377,499583,509465,548915,519800,159,147,162,216,242,224,215,205,219,188,184,178,195,175,0.430687961704695,0.562686552919637,0.368029917912324,0.00357729430557743,0.00308963471690119,0.00298909487193254,0.00257912861356237,-0.000487659588676245,-0.000409966258370172,-0.169051814600575,-0.142515426515214,"",,
8240,Wood-products machine operators,671881,740232,732027,783864,784134,860928,849699,691634,701843,695874,689653,639578,666693,563142,293,321,324,320,312,328,326,282,282,257,254,230,243,207,0.388560309959398,0.533707662360644,0.363862100030566,0.0065921209530452,0.00365459649370597,0.00499374897840422,0.0027941816962269,-0.00293752445933923,-0.00219956728217732,-0.799268924677329,-0.656083632093876,"",,
8251,Printing-machine operators,413722,495795,545482,660550,628625,596043,427920,491240,426348,450345,462637,381412,395078,347805,150,172,200,225,211,193,147,155,138,143,135,117,109,107,0.378329057873157,0.658654936829679,0.454126153403525,0.00337480594865795,0.00188909094119101,0.00307498472920554,0.00172572879461343,-0.00148571500746694,-0.00134925593459211,-0.479519490838159,-0.441193670812622,"",,
8252,Bookbinding-machine operators,95988,103436,152502,143529,128302,127838,160869,154934,126047,152087,146008,120944,132975,100679,44,41,59,63,49,49,60,56,47,53,54,40,53,37,0.351847179440366,0.682220121270145,0.480130390791592,0.000989943078272999,0.000653237054430536,0.000713429873651828,0.000499546151759996,-0.000336706023842463,-0.000213883721891832,-0.117306058453718,-0.0747199359013625,"",,
8253,Paper-products machine operators,219303,239550,310296,275172,228596,215264,228013,203595,173516,203394,162386,163614,205620,140110,81,86,116,96,95,79,82,68,63,66,54,52,66,51,0.342033855914079,0.666689215712877,0.47293637950613,0.00182239521227529,0.000900407831782631,0.00162996740823298,0.000695193747684155,-0.000921987380492663,-0.00093477366054882,-0.312146223088536,-0.316194041860498,"",,
8262,Weaving- and knitting-machine operators,35423,56627,40012,72043,56961,53765,58161,61346,52695,44674,57755,41377,46822,33903,14,22,16,27,24,20,21,19,16,13,19,13,16,12,0.373344838929555,0.649422332258842,0.450111366022678,0.000314981888541409,0.000211860666301796,0.000263281101954085,0.000168218925328213,-0.000103121222239613,-9.5062176625872e-05,-0.0360767679275409,-0.0332594925748221,"",,
8263,Sewing-machine operators,1261,12832,0,4876,2236,2261,0,7469,1894,3270,5576,4101,5119,7040,1,6,0,2,1,1,0,3,1,1,3,2,5,3,0.373344838929555,0.649422332258842,0.450111366022678,2.24987063243863e-05,5.29651665754489e-05,9.37237019913901e-06,3.49308684868778e-05,3.04664602510625e-05,2.55584982877388e-05,0.010662856959588,0.00894523580203451,"",,
8264,"Bleaching-, dyeing- and cleaning-machine operators",51031,53590,62515,43593,74152,94855,40899,72640,43573,48707,62059,63906,41299,56759,28,32,31,28,34,47,20,37,26,29,34,29,23,31,0.264431621698291,0.507876658928226,0.38794127174238,0.000629963777082818,0.000547306721279638,0.000379287409700446,0.000281625165404361,-8.26570558031793e-05,-9.76622442960856e-05,-0.0289219026684771,-0.0341684822255303,"",,
8265,Shoemaking- and related machine operators,3794,7498,7097,14521,7882,2011,0,2883,12706,10071,0,6167,6234,0,2,3,3,5,4,2,0,1,4,3,0,2,2,0,0.451694176667049,0.514250129466598,0.329084989721137,4.49974126487727e-05,0,2.81988679901137e-05,0,-4.49974126487727e-05,-2.81988679901137e-05,-0.0157477925173164,-0.00986928335226247,"",,
8269,"Textile-, fur- and leather-products machine operators and not elsewhere classified",62727,66810,64586,61061,89531,70455,62976,45369,69880,47766,60428,33128,37348,44860,25,27,28,28,36,32,24,19,25,19,25,16,12,16,0.451694176667049,0.514250129466598,0.329084989721137,0.000562467658109659,0.000282480888402394,0.000466217815607766,0.000222585051182008,-0.000279986769707265,-0.000243632764425757,-0.0976834783097882,-0.0850656886074188,"",,
8271,Meat- and fish-processing-machine operators,157198,215526,191294,217480,250301,244274,241087,260224,278382,273399,334540,366265,349874,357922,67,92,86,97,106,109,99,100,115,103,122,132,133,138,0.329628297641433,0.642950542507299,0.461309528242466,0.00150741332373389,0.00243639766247065,0.0011683726015577,0.00177592703275004,0.000928984338736763,0.000607554431192346,0.314362605624033,0.209523216075665,"",,
8272,Dairy-products machine operators,138530,138642,129491,143826,141156,171220,156575,155897,101765,128833,122990,199744,167248,93398,52,51,49,52,58,61,59,54,34,42,46,60,53,37,0.329714111872665,0.639438727744309,0.458804726712842,0.00116993272886809,0.000653237054430536,0.00102962287366116,0.000463419496439974,-0.000516695674437554,-0.000566203377221189,-0.178909832689242,-0.195636464177415,"",,
8273,Grain- and spice-milling-machine operators,37565,14808,24753,24821,42569,36358,19606,13784,21927,32810,29254,35111,27751,28510,14,6,11,9,14,13,7,4,6,9,11,10,10,10,0.329628297641433,0.642950542507299,0.461309528242466,0.000314981888541409,0.000176550555251496,0.000279201496059205,0.000141460093829671,-0.000138431333289913,-0.000137741402229533,-0.048413107142671,-0.0481721940002678,"",,
8274,"Baked-goods, cereal and chocolate-products machine operators",123397,161285,159327,175673,159251,219823,172490,172146,202583,210992,212393,234678,198036,205276,51,66,65,75,72,84,63,68,80,84,76,76,70,75,0.329628297641433,0.642950542507299,0.461309528242466,0.0011474340225437,0.00132412916438622,0.00091714699878125,0.001018532522658,0.000176695141842518,0.000101385523876752,0.0617646382432476,0.0354700506206231,"",,
8275,"Fruit-, vegetable- and nut-processing-machine operators",33647,39486,16148,29431,55205,38108,54200,13421,61546,59859,29703,41755,53839,42417,15,19,7,15,24,17,19,6,20,23,10,17,20,17,0.329714111872665,0.639438727744309,0.458804726712842,0.000337480594865795,0.000300135943927544,0.000250080999278692,0.000210463444404531,-3.73446509382516e-05,-3.96175548741609e-05,-0.013069883570275,-0.0138652556274874,"",,
8277,"Tea-, coffee- and cocoa-processing-machine operators",8125,11368,14179,18731,9542,16404,27735,18504,21359,14165,36491,26777,16826,15457,3,4,5,7,3,5,8,5,7,5,12,7,5,5,0.288645245055737,0.540865919074884,0.405761573453819,6.74961189731591e-05,8.82752776257481e-05,6.03889832418751e-05,7.66940957672828e-05,2.07791586525891e-05,1.63051125254077e-05,0.00727257730923266,0.00570672743325331,"",,
8278,"Brewers, wine and other beverage machine operators",38257,40014,54174,48343,71475,64685,63942,76085,70618,56690,40314,52790,100364,88433,14,15,19,23,26,24,25,28,26,19,15,15,29,28,0.329628297641433,0.642950542507299,0.461309528242466,0.000314981888541409,0.00049434155470419,0.000284344779308851,0.00043878430296876,0.000179359666162781,0.000154439523659909,0.0626936149507526,0.0540012802460642,"",,
8279,Tobacoo production machine operators,3623,0,5919,2358,7402,15916,2701,9773,18243,24485,23056,27086,31481,26307,2,0,2,1,2,5,1,3,6,8,8,8,11,9,0.329628297641433,0.642950542507299,0.461309528242466,4.49974126487727e-05,0.000158895499726347,2.69279121581924e-05,0.000130529312114247,0.000113898087077574,0.000103601399956054,0.0398432335918443,0.0362446104662995,"",,
8281,Mechanical-machinery assemblers,714519,854723,941082,1069977,1338347,1263244,1306584,1151816,1099608,1180530,1224931,1056355,1163343,1076575,270,325,357,420,487,445,440,432,419,399,409,359,379,364,0.333960173259251,0.672613007720242,0.480711225453629,0.00607465070758431,0.00642644021115446,0.00531065549747709,0.00534171871324723,0.00035178950357015,3.10632157701453e-05,0.122509723109575,0.010871697176901,"",,
8282,Electrical- and electronic-equipment assemblers,436792,444077,464077,566584,578793,634455,659079,634627,624826,675053,577024,609325,608173,569177,179,177,192,229,228,233,236,228,220,233,195,207,217,207,0.1690395824176,0.519706691392366,0.44115230187831,0.00402726843206516,0.00365459649370597,0.00324645227916124,0.00282412598476643,-0.000372671938359183,-0.000422326294394812,-0.129702926351436,-0.146751566445461,"",,
8283,"Metal-, rubber- and plastic-products assemblers",680105,639227,869027,874805,982472,1115258,1124133,945098,901296,1015234,1025469,1024417,889708,906097,286,278,364,381,417,441,429,380,358,385,377,379,354,335,0.354213187456227,0.67941144458472,0.477465008746944,0.0064346300087745,0.00591444360092513,0.00505487377818036,0.00449584590104468,-0.00052018640784937,-0.000559027877135681,-0.180092644368628,-0.193218787345192,"",,
8284,Wood and related products assemblers,103871,139394,119027,120142,118779,112163,136937,176010,163050,169737,153939,187798,205252,142328,46,63,61,53,51,51,54,66,63,59,56,64,71,53,0.349052128518165,0.691333333333333,0.487636363636364,0.00103494049092177,0.00093571794283293,0.000772020194254376,0.000706198955965959,-9.92225480888418e-05,-6.58212382884172e-05,-0.034713941005799,-0.0230333591970502,"",,
8290,Other machine operators and assemblers,1257581,1540984,1649557,1957493,2071731,2103476,2070652,1897105,1717907,1933598,1793309,1676165,1750356,1660608,498,597,650,738,752,756,725,714,633,669,611,573,614,585,0.273532115014687,0.608021363313665,0.460205012944994,0.0112043557495444,0.0103282074822125,0.00934695851499083,0.00823955676935472,-0.00087614826733187,-0.00110740174563611,-0.297548221482283,-0.369763067836305,"",,
8311,Locomotive-engine drivers,149816,201847,133514,129764,146320,167572,121341,156463,171978,199093,182584,263668,345534,312332,42,59,40,39,43,47,36,45,43,50,49,65,86,81,0.385799919903679,0.607375548670282,0.412699293476985,0.000944945665624227,0.00143005949753712,0.00111350595856797,0.00154971988867096,0.000485113831912893,0.000436213930102986,0.168185894220845,0.15150493071545,"",,
8312,"Railway brakers, signallers and shunters",148692,111402,92041,88926,68293,45727,75515,33663,42013,39544,14491,46111,32365,44599,51,37,31,32,22,14,22,11,13,11,4,13,10,14,0.29147670872725,0.592366236976868,0.443176472476843,0.0011474340225437,0.000247170777352095,0.00110515183953242,0.000221290028927026,-0.000900263245191609,-0.00088386181060539,-0.305244641290567,-0.3000140405139,"",,
8321,"Car, taxi and van drivers",577036,535723,633978,598458,674125,840714,869982,826369,888477,966096,957456,843412,836434,860372,421,386,438,428,434,469,470,466,493,493,514,475,466,468,0.312737014495041,0.539037574909413,0.394533123822268,0.00947195536256665,0.00826256598577003,0.0042888144411026,0.00426896891786819,-0.00120938937679663,-1.9845523234409e-05,-0.400418217782854,-0.00694582143080992,"",,
8322,Bus and tram drivers,799006,838510,887933,993107,1157992,1103299,1158765,1063049,1131233,1051961,1081912,1216658,1192419,1069731,382,392,425,476,521,495,498,457,458,414,418,449,449,407,0.235009156873948,0.518564033900443,0.410338352599359,0.00859450581591559,0.0071856075987359,0.0059386043008194,0.00530776035189436,-0.00140889821717969,-0.000630843948925036,-0.458123952304891,-0.217308841068691,"",,
8323,Heavy truck and lorry drivers,3114003,3402101,3521679,3445229,3721220,4020427,3814682,3559781,3488580,3447683,3490602,3541416,3750607,3409380,1312,1437,1492,1439,1506,1536,1405,1339,1287,1222,1236,1197,1297,1211,0.237477926428524,0.549333333333333,0.433212121212121,0.0295183026975949,0.0213802722409562,0.0231447969208798,0.0169165631252545,-0.00813803045663869,-0.00622823379562535,-1.23315497587701,-1.14069764782284,"",,
8331,Motorised farm and forestry plant operators,318864,390896,393494,414912,445607,524213,401551,413290,438705,438577,459916,468864,480795,392638,145,173,184,174,195,212,165,160,174,165,174,173,188,156,0.304659901406147,0.521197399755423,0.38655560041426,0.00326231241703602,0.00275418866192334,0.00236995356953074,0.00194817987797596,-0.000508123755112679,-0.000421773691554781,-0.176003153426251,-0.146562285645931,"",,
8332,Earth-moving- and related plant operators,615842,637142,745191,809420,876098,934510,963415,901942,1023240,1057784,1197319,1298089,1245299,1159581,260,270,311,340,362,355,357,341,350,371,458,464,463,425,0.335026873684254,0.538868910742874,0.385634609605211,0.00584966364434045,0.00750339859818859,0.00457723965755604,0.00575357548450033,0.00165373495384814,0.00117633582694429,0.524690809709775,0.39056671431621,"",,
8333,"Crane, hoist and related plant operators",53682,52417,59834,64807,79104,104286,138178,84764,118004,129343,143038,118990,117635,93730,25,22,24,28,28,35,45,28,36,42,39,33,35,29,0.282527880997893,0.513844039749989,0.387259190038794,0.000562467658109659,0.000511996610229339,0.000398990941340349,0.00046506680444248,-5.04710478803195e-05,6.60758631021309e-05,-0.0176630296761136,0.023122430426565,"",,
8334,Lifting-truck operators,518727,423999,571371,602484,609925,778231,724791,670098,759018,656791,810263,687617,739134,650849,203,166,223,235,236,285,262,250,279,237,275,237,258,235,0.264654050482588,0.524666666666667,0.402666666666667,0.00456723738385043,0.00414893804841016,0.00385543336739792,0.00322936375338295,-0.000418299335440266,-0.000626069614014975,-0.145371986780725,-0.21571494078742,"",,
8340,Ships´ deck crews and related workers,120688,103694,126256,96679,110604,113736,128989,109285,97163,72697,105777,107071,86047,95464,48,44,53,41,41,37,38,37,37,26,37,41,28,37,0.314569438618367,0.580353968711009,0.423880061775253,0.00107993790357054,0.000653237054430536,0.000897012382707128,0.000473670515515811,-0.000426700849140009,-0.000423341867191318,-0.148249590056352,-0.147099398831339,"",,
9110,Street vendors and market salespersons,342,1980,2700,0,8400,14525,18858,9231,5150,4351,4920,3377,8225,1781,1,3,4,5,8,11,12,10,5,7,17,16,18,12,0.185440897800366,0.51731052415161,0.42986139458587,2.24987063243863e-05,0.000211860666301796,2.54191166384262e-06,8.83691431464907e-06,0.000189361959977409,6.29500265080645e-06,0.0661798986492386,0.00220324736270155,"",,
9122,"Helpers and cleaners in offices, hotels and other establishments",622800,600830,638646,675082,749313,743629,887254,773344,847679,890351,1007580,1053661,1131242,1086011,387,375,401,442,473,481,505,471,544,544,598,635,659,655,0.263481698075735,0.490523544048781,0.376075076366875,0.00870699934753752,0.011564061368973,0.00462895492468182,0.00538853798527027,0.00285706202143549,0.000759583060588449,0.785384016948541,0.259843591168738,"",,
9123,Window cleaners,24946,25399,17609,11340,18446,22849,13735,19968,29408,20697,28485,26896,43991,42227,19,16,14,7,10,13,7,14,16,12,22,16,20,23,0.251430177140673,0.46555118699743,0.362325416327538,0.000427475420163341,0.000406066277078441,0.000185410901655608,0.000209520707897073,-2.14091430848992e-05,2.41098062414645e-05,-0.00749305984158797,0.00843823190086855,"",,
9130,Helpers in restaurants,305405,345051,338945,316104,319414,376673,348387,423657,554288,621379,720344,814200,883114,962720,246,275,264,252,269,284,275,358,437,457,486,549,568,624,0.171162660238951,0.475941002803483,0.402293160849069,0.00553468175579904,0.0110167546476934,0.00226991968332121,0.00477679626558054,0.00548207289189433,0.00250687658225933,1.09034920056485,0.720191520332146,"",,
9141,Newspaper and package delivers,240488,158324,199575,219390,175150,163946,129491,121450,142692,137826,170235,211044,244641,272869,150,123,134,145,113,99,89,80,99,82,108,132,144,160,0.46366460529586,0.541333333333333,0.340484848484849,0.00337480594865795,0.00282480888402394,0.00178742471407656,0.00135391351607186,-0.000549997064634012,-0.000433511198004704,-0.190172739993287,-0.150580391872123,"",,
9142,Doorkeepers and related workers,419242,394402,415067,499071,435902,465057,267459,300227,296474,274700,326612,302873,254884,270542,220,212,229,252,221,224,125,148,145,135,147,144,119,126,0.27635416374321,0.552034935399663,0.418951754017057,0.004949715391365,0.00222453699616885,0.00311601207535879,0.00134236747474104,-0.00272517839519614,-0.00177364460061775,-0.761762854345849,-0.555555782825853,"",,
9143,"Vending-machine money collectors, meter readers and related workers",25936,28324,12046,31456,21834,33230,8250,22542,34222,14905,29354,17291,17040,25780,17,14,6,15,9,13,5,9,15,5,12,9,6,10,0.279401757615926,0.548026923549404,0.415053682684922,0.000382478007514568,0.000176550555251496,0.00019276906699831,0.000127914458748823,-0.000205927452263072,-6.48546082494878e-05,-0.0719501926769044,-0.0226952155215555,"",,
9150,Garbage collectors and related labourers,452438,531492,541111,575571,501113,456017,491836,401566,452771,494241,531579,550674,494823,503960,198,218,244,249,216,188,186,166,203,194,211,213,186,197,0.260118161467266,0.559396129567744,0.431151628995545,0.0044547438522285,0.00347804593845448,0.00336274102153692,0.0025005341594669,-0.00097669791377402,-0.000862206862070022,-0.329390740651634,-0.293082056843532,"",,
9190,Other sales and services elementary occupations,433234,436185,468713,736685,951107,951653,919768,895163,840708,888268,884560,889379,809953,682066,261,253,257,415,542,515,470,473,435,446,452,435,416,348,0.324438580250772,0.491132353910266,0.356274897350493,0.00587216235066484,0.00614395932275207,0.00322000747886898,0.00338425536155836,0.000271796972087233,0.000164247882689371,0.0948435313897743,0.0574235581872928,"",,
9210,"Agricultural, fishery and related labourers",68042,49245,52003,54708,62710,72020,79860,61843,61960,83236,72465,55774,70523,124823,47,33,34,36,38,44,46,46,45,46,40,35,48,70,0.206467204374521,0.472719665540568,0.385280732764375,0.00105743919724616,0.00123585388676047,0.000505721501260759,0.000619343153002493,0.000178414689514316,0.000113621651741735,0.0623641645972503,0.0397466343641181,"",,
9310,Mining and construction labourers,100783,118442,120305,159307,163258,227353,165699,165148,191518,238988,277213,318788,377403,329189,53,68,59,74,77,97,77,82,88,102,114,131,150,140,0.310645744127954,0.527589704728665,0.388353883999238,0.00119243143519248,0.00247170777352095,0.000749068664377341,0.00163336046396688,0.00127927633832847,0.000884291799589538,0.42097851609933,0.300151386470255,"",,
